character,user,makise
Rintaro,Yeah. I can definitely see how that would make him hate you.,You really think that’s why?
Rintaro,I’m absolutely certain that’s why.,"I guess he did have a lot of pride. Anyway, one day, he suddenly stopped talking to me altogether. Then he started fighting with my mom, and finally he stopped coming home. I really loved my dad, so it was a big shock. I felt it was my fault things turned out that way. I couldn’t go to school, I was so depressed. And then Mom recommended I study abroad."
Rintaro,"You were just too talented for your own good. So, how do you feel about your father now?",I don’t know...
Rintaro,"He’s in Japan, right? Have you seen him at all?","No... he doesn’t want to see me. That’s what we were talking about on the phone. I asked if we could meet, but he told me to stay away from him. Even if we did meet, I wouldn’t know what to say... I tried to talk to him before I left, you know? I tried so hard, but he just ignored me. It hurts. Whenever I think about going to see him, I remember those times. I worry he’ll ignore me again, and then I can’t do anything. Sniff..."
Rintaro,Are you crying?,"J-just a little, okay?"
Rintaro,You want to reconcile with your father. Correct?,I don’t know...
Rintaro,"If you didn’t, then you wouldn’t have confided in me. And you wouldn’t be crying, would you?",True...
Rintaro,"Just be straight with him. Say ’I love you, Dad. Let’s make up.’",I think that’s a little out of character for me.
Rintaro,It’s your father. Stop acting like a weak little girl.,I’m not acting like a little girl!
Rintaro,"Yes, you are. You’ll never reconcile with him like that. You need to speak from the heart, give it to him straight. It’s the only way to get your message across. You can’t sugarcoat it. If that doesn’t work, nothing will. Then you’ll just have to hope that time heals the rift between you.",And how long will that take?
Rintaro,"How should I know? I’m only a year older than you, remember? How long has it been since you went to America?",Umm... seven years.
Rintaro,"If nothing has changed in seven years, then maybe it will take twice that much time.",I... guess you’re right.
Rintaro,Well? When are you going to see him?,...Huh?
Rintaro,I assume it’ll be during summer break. Make sure you let me know ahead of time.,Wha-wha-wha-what are you talking about!?
Rintaro,I might have plans. I’ll need to shift my schedule around.,Hold on a second! Don’t tell me you plan on coming along!?
Rintaro,"Of course I do. You are my assistant, and I will do whatever it takes to ensure that you are in peak mental condition for the experiment.","... Ok, you’ve had your fun. I’m in no mood for--"
Rintaro,"I’ll go anywhere you want -- anywhere in Japan. I’d go anywhere in the world, but I don’t have a passport or money.",Okabe...
Rintaro,"You’re afraid you won’t know what to say, right?",Yeah...
Rintaro,Then that settles it. I am a master of conversation. You will have nothing to fear with Hououin Kyouma at your side!,...pfft!
Rintaro,Why are you laughing!?,You couldn’t hold a normal conversation if your life depended on it.
Rintaro,Ah...,"But... thanks anyway. I definitely didn’t expect you to offer to come... N-not that I’m happy about it or anything! I hate how you act like a nice guy sometimes! It’s confusing! Um, Okabe? That offer... I can take you up on it, right?"
Rintaro,Of course.,"Then, once we’re done upgrading the PhoneWave... I want you to come with me."
Rintaro,"As you wish. Where is your father, anyway?",Aomori.
Rintaro,Aomori!?,"That’s where he lives now. What? You’re not going to back out, are you? You already promised. I’m taking you whether you like it or not, okay!?"
Mayuri,Whaaah? Now Okarin’s acting weird! Mayushii’s worried...,Ah... H-hey! Think you could knock!?
Rintaro,"This isn’t your room. Besides, I’d have to be a fool to knock. There could be assassins lying in ambush.",Assassins? Here? Are you stupid?
Rintaro,"Anyway, Christina. What were you looking at just now, hmm?",I was... doing research! S-stay back!
Rintaro,...pfft!,"Hey! What’s with that ’this is awful, rofl rofl’ laughter!?"
Rintaro,"Have no fear, Christina. Or should I call you... @channeler Chris!",Don’t call me that!
Rintaro,"Heh heh heh, I already knew. That’s right! I realized long ago that you were an @channeler! You can’t hide it from me. You reek of @channel corruption!",How rude! I make sure to apply light perfume every day!
Rintaro,Fool. That’s not what I meant. I’m talking about the scent of your soul.,My soul? What’s that supposed to mean? Explain.
Rintaro,Why? So you can learn how to hide it?,Sh-shut up! Just explain already.
Rintaro,There’s nothing to explain. You use @channel memes in conversation. I’d have to be stupid not to notice.,"...Feels bad, man."
Rintaro,That’s an @channel meme too.,Ugh...
Rintaro,"Your soul is tainted with the essence of @channel. You cannot hide it, not in such close proximity to another who uses @channel memes in actual conversation. Your souls resonate.",That’s it! It’s all Hashida’s fault!
Rintaro,"But it’s cute how you try to hide it, @channeler Chris.",DON’T CALL ME THAT.
Rintaro,"But I don’t understand. You were raised in America, so how are you so familiar with @channel?",You can browse @channel from America. Need I say more?
Rintaro,"Ahh, I get it. Living in an English-only environment made you hungry for Japanese. But did you have to resort to @channel?","Sure, it’s not the friendliest place, but I couldn’t find anywhere that felt more ’Japanese’. Anyway, can I ask a favor?"
Rintaro,"What is it? If you have something to say, say it.",Don’t tell anyone else about this.
Rintaro,"What difference does it make? Daru’s the most hardcore @channeler who ever lived, and Mayuri’s an otaku too. Even I browse @channel regularly. There’s nothing to be ashamed of! Just boldly write ’Hobbies: Browsing @channel’ on your resume!","Not a chance, you idiot!"
Rintaro,What!? You mean you’d rather post anchors on VIP!?,"Gh, I hate myself for understanding those words!"
Rintaro,"Well, whatever. If it will help you focus on the time leap machine, I’ll keep your secret for now. Besides, it’s just a matter of time before you make another mistake and reveal your true colors.","You don’t have to worry about me. Remember that I represented my entire laboratory when we presented our research, even though there were men twice my age on the project. I’m an expert at dealing with people. I’ll have no trouble keeping it a secret."
Rintaro,...Nullpo.,Gah! No...!
Rintaro,"I’m surprised your parents let you stay. It must be my overwhelming charisma... No, wait, that makes me sound like a good person, so that can’t be it... Of course! Mayuri’s parents are so afraid of my insanity that they sent me their only daughter as a hostage!",Reported. What would you do if I called the cops on you?
Rintaro,"I unleash my right arm on traitors, Christina.","Yeah, yeah, chuunibyou, whatever."
Mayuri,"Um, I told Mom and Dad that Chris-chan would be here. Then they said okay.","Wait, so I have to stay too?"
Mayuri,Yup♪ Don’t you have to work on the PhoneWave?,"I guess... but I don’t relish the thought of spending the night here. At least, not with a certain somebody around."
Rintaro,"Environment matters, Christina. This is a place of science and research, so you should have no trouble concentrating on your work. Trust the great Hououin Kyouma. Also, it may surprise you to learn that I have equipped this lab with a system that stimulates brain function. So if you were wondering where my incredible genius comes from, now you know! It’s because I sleep in this room every night!",This stimulation system of yours... I assume it’s been dumping toxic waste in your brain?
Mayuri,"Ah, Mayushii knows! You’re talking about that, right?",This... air freshener?
Rintaro,...About six months ago. It was on sale for 500 yen.,"I’m starting to think even you don’t believe the stuff you say. And besides, this air freshener is empty. Well, whatever. I was planning to stay either way. I’ll join you, Mayuri-san."
Mayuri,Really? That’s great!,On one condition. Okabe leaves.
Rintaro,"Me, leave? I practically live here! This lab was promised to me by Steins Gate. It’s the dwelling place of my soul!","We girls are staying here overnight, so you filthy boys need to show respect. Your home isn’t even far from here, right?"
Mayuri,"Okarin lives close to Mayushii, in Ikebukuro.","Why, that’s less than 30 minutes by train. Anyway, I’m not going to need your help tonight, so just go home like a good boy, okay?"
Rintaro,But I refuse.,What? Are you planning to molest us!?
Rintaro,"Shut up, Mongolian Spot!","I don’t have a Mongolian Spot! And when did you see my butt, anyway!?"
Rintaro,"I’ll be 20 in less than a year and a half. In other words, Steins Gate has decided that I am an adult.",I’m pretty sure that makes you a minor just like us.
Mayuri,"Um, Chris-chan? I don’t think Okarin would do anything bad. I mean, we’ve been together for more than ten years, and he hasn’t molested me once.","But he took you hostage, didn’t he?"
Mayuri,"Yup♪ Actually, I’m still his hostage.",We should kick him out of the room.
Rintaro,"Haa... You disappoint me, Christina. This lab is a place of science. We are above such petty concerns as sex. If you must speak of these vulgarities, then I’ll have to ask you and your Mongolian Spot to leave! Ah. So Christina really does have a birthmark on her bu--",NO!
Rintaro,Is everyone okay!?,Kyaaa! What are you doing!?
Rintaro,Phew. You’re still alive. Don’t scare me like that. What are you guys doing packed into that tiny shower anyway?,"Get out, you perv!"
Mayuri,Mayushii’s sad... I feel kinda dirty....,You’re gonna regret this! I’ll never forgive you!
Rintaro,"It’s me. We have a problem. I’m under attack from the Mongolian Spot and Ditzy sisters. They’re going directly after my sanity, a bold move against the insane mad scientist Hououin Kyouma. This is the strongest offensive I’ve encountered so far. I realize now that vulnerability itself can be a powerful weapon. They’re pulling out all the stops, and I don’t think my pants can take it. Give in to the temptation? Nonsense. I could never do that. They’re fellow lab members, my loyal assistant and my childhood friend. ...Must I? Is it truly the will of Steins Gate that I give in? That I raise my hand against my closest companions? If so... then how cruel the fates be! El... Psy... Kongroo!","For the final adjustments, we need to use the PhoneWave."
Itaru,"It’s up to you, Okarin.",Take care of it.
Rintaro,"In other words, you’re sending me to die.",Your sacrifice will allow us to complete the time leap machine.
Rintaro,Well maybe it’s time for you to put your lives on the line.,I can’t. That girl who works there hates me.
Mayuri,Okarin! The building just shook. Are you okay?,Looks like you really are unkillable.
Rintaro,"Heh heh heh. I have seen the future, Christina. In three minutes, you will be on your knees praising my greatness!",I don’t think so. How could you miss something so obvious?
Rintaro,Why are you blaming me?,"...I’m not blaming you. I’m just disappointed that nobody, including myself, noticed."
Rintaro,"To summarize... Just now, when the PhoneWave (name subject to change) shook the building, the 42-inch CRT was on. But when Mister Braun turned the TV off, the shaking stopped immediately.",The discharge was interrupted. I put a banana in just to be sure. Nothing happened.
Mayuri,I’m glad. We shouldn’t waste food.,We’ve found the answer. The electrons emitted by the 42-inch CRT are holding the PhoneWave’s black hole open. And the discharge phenomenon is the result.
Rintaro,But how can a cathode ray tube emit such a strong electron stream?,"It’s not about having a strong electron stream. If stronger were better, SERN would’ve solved the lifter problem long ago. Somehow, the conditions here were perfect to create a time machine. Frankly, it’s a miracle."
Rintaro,"No, Christina! Not a miracle! This is the choice of Steins Gate!","Whatever it is, it worked."
Mayuri,"Umm... So, um, what do we have to do to complete Super PhoneWave-chan?","Now that we’ve found the cause, there’s nothing left to hold us back. We can safely conclude that time leaping is possible when, and only when, that television is on."
Itaru,"We should probably test it, right? And there’s still the final check of the PhoneWave to do.",You’re right. Okabe.
Rintaro,What?,Go downstairs and turn that TV back on.
Rintaro,"Ha. Ha. Ha. That’s hilarious, Christina. Allow me to dub that... Mission: Impossible!","Whatever. Just go already. If anyone can do it, it’s you. You made an amazing discovery just now, didn’t you?"
Rintaro,Assistant mine... have you finally recognized my greatness as a mad scientist?,No.
Itaru,Damn. That was harsh.,"Oh, whoops. I was supposed to flatter him so he’d feel like going, right? Yes, you’re an amazing mad scientist."
Rintaro,It’s too late!,"Anyway, now that we’ve found the lifter, the time leap machine is 99% complete. It’s your dream, isn’t it? To invent a time machine."
Rintaro,"I will become the undisputed lord of time. With that power, I will shatter the System and Chaos will rule the--",Okabe. I wasn’t asking Hououin Kyouma. I was asking Okabe.
Itaru,I got a fwapp!,"Stop it already, perv."
Mayuri,Yup. I finished before Chris-chan. We were racing.,"You win, Mayuri. Congratulations. Actually, I’m just about finished too. Done."
Itaru,"Man, I’m tired... I want Faris-tan to comfort me...",We may have created a monster here...
Mayuri,Silly Hat PhoneWave-chan.,You guys have too much free time.
Rintaro,Does that mean you’re abstaining from the vote?,...Time Leap Machine.
Itaru,That’s terrible.,"C-come on! Simple is best, right? I mean, that’s what Okabe’s been calling it for the past two days."
Rintaro,Looks like my assistant has zero naming sense.,I don’t want to hear that from a chuunibyou headcase like you.
Itaru,Oh-ho! So Makise-shi knows the word chuunibyou... I sense your otaku level is quite high.,I... heard it from a friend. I have no idea where it comes from!
Itaru,Somehow I knew she’d say that.,"Like I said, simple is best. Mayuri gets it."
Rintaro,Very well. Time Leap Machine it is. Assistant! Explain for us all how the Time Leap Machine works.,"In short, this device converts memories to data and sends them to the past. Let’s begin with what we all know. By freak coincidence, the PhoneWave is able to produce ring singularities, much like John Titor’s time machine. Through the ring singularity, we are able to send up to 36 bytes of data to the past. The signal can only be received by phones. While that does limit the range of effect, it also removes an element of uncertainty from the equation. Unlike D-Mails, memory data is sent in the form of a phone call, so we will be using a phone number, not an email address, to set the destination. The ring singularity is made naked and stable by a device known as a lifter. In our case, that’s the 42-inch CRT downstairs. The PhoneWave now has headgear attached. This headgear records the nerve impulses in the temporal lobe of the brain -- specifically, the CA3 region of the hippocampus, where memories are stored. Then, using VR technology, we encode the nerve impulses into electrical signal data."
Itaru,It comes out to approximately 3.24 terabytes.,"By the way, we’ll set it up so that the data decodes automatically after a certain amount of time. Anybody well versed in programming can do this. I had Hashida make the code. Anyway, next we send the memory data through the net to the LHC in France."
Itaru,We have 64 direct lines in parallel. So if we send it in 64 parts... It should upload in about 45 seconds.,"Next, we hijack the LHC, create a mini black hole, and use that black hole’s supergravity to compress the data into 36 bytes."
Itaru,"It’s practically instantaneous. 23 milliseconds or thereabouts. We’re using a black hole, after all.","By the way, the compression only holds in the immediate vicinity of the black hole. Once the data leaves that area, it will begin to decompress on its own. This, too, takes 23 milliseconds."
Rintaro,"Continue, Christina.","While the data is being compressed, we use the PhoneWave to generate a Kerr ring singularity. When the electron discharge phenomenon occurs, we take the 36-byte data, patch it in... And send it to the past. This part is just like a D-Mail. The data travels to the specified time, where it arrives at the recipient’s phone. By now, 23 milliseconds should have passed, so the data will be fully decompressed. Next, the decoding program runs, converting the data back into nerve impulse signals. These signals are discharged from the phone’s earpiece at approximately 0.02 amperes, a pretty weak charge. If the recipient has the phone to his ear, they should go straight into his brain."
Rintaro,Assuming he answers his phone.,"If he doesn’t, the transfer fails. Fortunately, we lose nothing but that copy of the memory data."
Rintaro,Why a phone call instead of an email?,"Because we need the recipient to put the phone to his ear. Otherwise the signals won’t reach his temporal lobe. In this area you have the frontal lobe and temporal lobe of the brain. As I explained before, the hippocampus, where memories are stored, is inside the temporal lobe. The phone sends out electrical impulses that pass through the temporal lobe and into the hippocampus, overwriting the recipient’s memories. At the same time, the phone sends impulses that stimulate the frontal lobe as well. This is important. Remember that the frontal lobe is responsible for sending retrieval signals to the temporal lobe. This is how you remember things. By stimulating the frontal lobe, we force it to send retrieval signals keyed to the new memory data. Thus, the recipient recalls all of those memories as if they were his own. Which, of course, they are, or will be in the future. This happens in less than a second. Now the recipient has the same memories as the sender. The time leap is complete. If the data came from one week in the future, the recipient will ’remember’ that week as if he experienced it firsthand. We need to be aware that consciousness and personality aren’t transferred. Both of those depend on the recipient."
Itaru,Explain it with boobs.,B-boobs!?
Itaru,What? That sucks.,"Ahem. Um, since you need a phone to receive the signal, you can only send memories to the times you had one. We also need to make sure that the sender and recipient are the same person. If someone besides your past self -- your parents, or a friend, for instance -- answers the phone, then the nerve impulse signals will be projected into their brain instead. If that happens, your memories could overwrite theirs, which could obviously cause serious damage to their psyche."
Rintaro,"The Time Leap Machine, of course. What do we do with it?","... It’s too much for us to handle, that’s for sure. The safest thing would be to hand it over to the government for professional research."
Mayuri,"Oh, right. Ehehe!","What about you, Okabe? And I mean you, not Hououin Kyouma."
Rintaro,I want to experiment. But there are still questions we need to answer. ...Who will time leap?,...It’s hard to choose.
Rintaro,"What if there’s an error somewhere, and the data itself gets fractalized? Let’s say I send my memories an hour into the past. My memories would be replaced by fractalized data. In other words, data full of tiny holes. Couldn’t that cause memory loss?",...I suppose.
Rintaro,"One hour later, we arrive once again at the present. At that time, the me who lost his memories an hour ago and the current me conflict in my brain. Which data set survives?","...Logically, the present should change as soon as you send your memories to the past."
Rintaro,"So then it’s not a copy-paste at all, is it?",I don’t know. No one’s ever experienced time travel before.
Rintaro,"When we send a D-Mail, the world is reconstructed based on the change we made to the past.","We don’t know what happens when you time leap. If it’s the many-worlds interpretation like Titor said, then the instant you time leap, it creates two possibilities -- one where you shift to another worldline, and one where you travel back in time on the same worldline. Of course, there must also be a worldline where the current you doesn’t disappear. That would likely correspond to the present that we are experiencing right now."
Rintaro,I thought you didn’t believe what Titor had to say.,"I’m talking hypothetically. Titor doesn’t matter right now. If it’s the Copenhagen interpretation, then every possible state propagates through space as a wave function. When a particular state is observed, the remaining states collapse and that state is fixed."
Rintaro,"Not necessarily. It might be me. It might be someone else. It could even be God. In the end, we arrive at the question of ’where is the self?’","This Time Leap Machine only sends memories. That, I guarantee."
Itaru,I’m getting confused. It sounds like we’re talking about the soul. Isn’t that a religious question?,Wait. You guys are misunderstanding something. One hour isn’t enough time for your personality to change. You should be the same person one hour ago that you are now. The only difference is that you’ll have an extra hour’s worth of memories.
Rintaro,How can you be sure?,"...Well, I can’t. Nobody’s tried it before."
Mayuri,"So, which is it?","We don’t know. We can argue the theories all we want, but in the end, we can only guess. This experiment may end up shattering preconceptions scientists and philosophers have held for centuries."
Mayuri,"Hey... Um, I have an idea... Why don’t we make a banana time leap instead?",Oh Mayuri... Bananas don’t have brains like people do.
Rintaro,Are you upset?,Upset?
Rintaro,About our decision not to attempt a Time Leap experiment.,"No, I’m not upset. ’Humans are temporal beings.’ That’s a Heidegger quote. I was actually relieved when you made the decision not to use the machine. If you hadn’t been there, I might not have been able to stop myself. Thank you. Uh, what are you doing?"
Rintaro,You’re talking like an assistant for a change. I thought you might have a fever.,"I’m not grateful to you or anything, okay!? Anyway. That ’thank you’ was just a formality. Don’t get me wrong, okay?"
Rintaro,"Of course. I only did what I had to. I am the founder of the Future Gadget Lab, Hououin Kyouma. My first priority is to protect the welfare of my lab mems. So I have no need for your thanks.",And yet you always talk about plunging the world into chaos.
Rintaro,"You are my allies, and the world is my enemy.",I’m speechless. You’re too self-righteous.
Rintaro,"You say ’speechless,’ yet you’re speaking?","Don’t argue semantics. Oh yeah, I forgot to get a plane ticket. I got too caught up in improving the PhoneWave."
Rintaro,"Going public with the Time Leap Machine will send the world into an uproar. We also plan to expose SERN, remember? You may not be able to go back to America for some time.",I guess you’re right. I should call Mama and let her know.
Mayuri,And Luka-chan seemed embarrassed for some reason.,Maybe she thinks you’ll make her wear a costume again.
Mayuri,"She said it was embarrassing. I keep telling her ’Cuteness is Justice’, but she never listens.",’Cuteness is Justice’... is that what they say?
Mayuri,"You’re cute too, Chris-chan!",Hah? Eh?
Mayuri,"Hey, ComiMa’s coming up. Wanna go? I can’t make something new, but I have a costume of Post-Awakening Seira from Blood Tune I made last year. I think the size is just right for Chris-chan too.","Me, cosplay? I’m sorta interested. But I refuse to do it in public, though."
Mayuri,"You don’t have to show anyone, but eventually, you’ll want them to see. The cosplay demon compels you! That reminds me. Chris-chan, you’re always wearing that cute uniform. What school is it from?","Oh, this? I attended Ayamein for about two weeks. I modeled this outfit after their uniform."
Mayuri,"Oh! Their uniform is really cute, but you made it even cuter! You might have really good design sense♪ I’ll bring the costume tomorrow, okay? Will you try it on then?",Sure.
Itaru,When’s the photo shoot?,"Good to know you’re still a pervert, Hashida."
Itaru,"Come on, it’s Blood Tune’s Seira! She’s got ’panmoro’ going on!",Panmoro?
Itaru,It means her panties are completely exposed!,N-no way...
Mayuri,"It’s okay♪ You might not know this, but last year, there was a really popular saying. ’They’re not panties, so it’s not embarrassing!’","It’s plenty embarrassing, trust me!"
Suzuha,Maybe you shouldn’t bother. You’re asking for trouble by trusting Makise Kurisu.,What’s that supposed to mean? I’ve been meaning to ask. Did I do something to you?
Suzuha,Not to me. But I know everything you have done.,What do you mean? I’ve done nothing to be guilty of.
Suzuha,Perhaps. But I know your true nature.,"Wow, you can see into my heart? That’s groundbreaking technology. I’d love to hear how it works."
Suzuha,It’s not science. It’s... a prediction.,So you’re just making it up.
Rintaro,"Heh... this looks like a job for the one and only Hououin Kyouma. Break it up, you two! I, Hououin Kyouma, shall decide this dispute! Assistant! I didn’t raise you this way.",You didn’t raise me at all.
Rintaro,"If you want to become a true mad scientist, you must learn to keep your emotions in check even as you cackle your way to victory!",Nobody asked you. And I’m already a scientist.
Rintaro,Wha--,"Oh? What’s this about, Okabe?"
Suzuha,Okay. I just remembered I’ve got something to do. I’m going out.,What’s wrong with her? We may have created a monster here...
Moeka,"You can’t refuse. You have nowhere to run. We have men stationed throughout Akihabara. I don’t want to hurt anyone. The three of you, come with us.",Why... Why just the three of us?
Mayuri,Okarin!,Mayuri! No!
Rintaro,...Mayuri?,No... no!
Rintaro,Ah... AAAHHHHHHHHHHHHHHHHHHH!,Okabe! You can’t!
Rintaro,Let me go! Let me go!,You can’t! They’ll kill you!
Moeka,If you resist.,"Please, Okabe, do what she says. Okay? Otherwise, they’ll kill you too. No!"
Moeka,...Tch.,Okabe...
Rintaro,I’m going back!,No! I should be the one to--
Rintaro,I will save Mayuri!,But what if it fails!?
Moeka,Kill them!,Augh!
Rintaro,Kurisu!?,"Ugh, gh, Okabe!! Are you sure!? Are you sure about this!? Really!?"
Rintaro,"AHHHHHHHHHHH! Aagh, ahhhh!! Ah! ... Ahhh... ... ...ckhaah, haahh, haahh, hah...",Okabe? Are you listening? What was all that screaming for? Are you sick?
Rintaro,"... ...No, I’m fine.","Then get ready to go already. We’re going shopping, remember?"
Rintaro,...Shopping?,’Humans are temporal beings.’
Mayuri,But now you’re fine.,Are you sure about this!? Really!?
Rintaro,Ah... ah...,You’ll remember the future.
Rintaro,Where am I?,Huh?
Rintaro,What time is it now!? What month? What day!?,"Hey, that hurts! Calm down!"
Mayuri,And Luka-chan seemed embarrassed for some reason.,Maybe she thinks you’ll make her wear a costume again.
Mayuri,"She said it was embarrassing. I keep telling her ’Cuteness is Justice’, but she never listens...",’Cuteness is Justice’... is that what they say?
Mayuri,"You’re cute too, Chris-chan!",Hah? Eh?
Mayuri,"Hey, ComiMa’s coming up. Wanna go? I can’t make something new, but I have a costume of Post-Awakening Seira from Blood Tune I made last year. I think the size is just right for you too.","Me, cosplay? I’m sorta interested. But I refuse to do it in public, though."
Mayuri,"You don’t have to show anyone, but eventually, you’ll want them to see. The cosplay demon compels you! That reminds me. Chris-chan, you’re always wearing that cute uniform. What school is it from?","Oh, this? I attended Ayamein for about two weeks. I modeled this outfit after their uniform."
Mayuri,"Oh! Their uniform is really cute, but you made it even cuter! You might have really good design sense♪ I’ll bring the costume tomorrow, okay? Will you try it on then?",Sure.
Itaru,When’s the photo shoot?,"Good to know you’re still a pervert, Hashida."
Itaru,"Come on, it’s Blood Tune’s Seira! She’s got ’panmoro’ going on!",Panmoro?
Itaru,It means her panties are completely exposed!,N-no way...
Mayuri,"It’s okay♪ You might not know this, but last year, there was a really popular saying. ’They’re not panties, so it’s not embarrassing!’",Japan is over...
Suzuha,Maybe you shouldn’t bother. You’re asking for trouble by trusting Makise Kurisu.,What’s that supposed to mean? I’ve been meaning to ask. Did I do something to you?
Suzuha,Not to me. But I know everything you have done.,What do you mean? I’ve done nothing to be guilty of.
Suzuha,Perhaps. But I know your true nature.,"Wow, you can see into my heart? That’s groundbreaking technology. I’d love to hear how it works."
Suzuha,It’s not science. It’s... a prediction.,So you’re just making it up.
Suzuha,Okay. I just remembered I’ve got something to do. I’m going out.,What’s wrong with her?
Moeka,You cannot refuse. There is nowhere to run. We have men stationed throughout Akihabara. I don’t want to hurt anyone. The three of you come with us.,Why just the three of us?
Mayuri,O...kari... ...,No... no!
Moeka,"You three come with us. Now. No more warnings. Resist, and we will kill you too.",Okabe! You can’t!
Rintaro,Let me go!,You can’t! They’ll kill you!
Moeka,If you resist.,"Please, Okabe, do what she says. Okay? Otherwise, they’ll kill you too."
Suzuha,That’s my line!,"Okabe, I--"
Rintaro,I’m going back!,But what if it fails!?
Moeka,Kill them! Don’t let them use it!,"Are you sure, Okabe!? Are you sure about this!? Really!?"
Rintaro,"Do it, Kurisu! Activate the machine! Please! Give me one more chance! Ah! ...Gh. ...It worked again.",Kya! You surprised me! Don’t startle me like that.
Rintaro,You’re a genius.,W-what’s gotten in to you? Stop manhandling me. It’s gross.
Rintaro,Mayuri! Contact me at once! Okay? At once!,Okabe? You look kind of crazy. What’s wrong?
Rintaro,Both of you get out of here. Now.,...What’s this about? Is this another one of your fantasies? Okabe! Where are you going? Hey!
Rintaro,"Of course I should. Mayuri’s dead, remember? Gah! Where’s Mayuri!?","Wha!? Don’t shout... I’ve been working all night, so let me rest a bit..."
Mayuri,Huh? Why not?,What’s all the commotion?
Itaru,"Wait, overnight? So you’re saying we should go to a love hotel and make hanky panky. I understand.","Shut it, perv. What’s going on, Okabe?"
Mayuri,Okarin! Ah!,"Stop, Okabe! What are you doing!? Are you trying to break the machine?"
Rintaro,...Christina.,What?
Rintaro,What time is it now?,"5:38. Hey. If you have time to sit around, then you can help me with the shopping. Well? Are you going to come along or not?"
Rintaro,... Kurisu.,...That’s the first time you’ve said my name properly.
Rintaro,...Help me. Help me...,Tell me what happened. I know you used the Time Leap Machine.
Rintaro,...What?,"You get a phone call, and suddenly you’re like a different person. It was obvious."
Rintaro,I came from three hours in the future.,What happened?
Rintaro,They... killed Mayuri. ...It’s all my fault. I shouldn’t have told Daru to hack SERN. I shouldn’t have asked you to build a time machine. I shouldn’t have made Moeka a lab mem. Mayuri’s death... is all my fault.,"If you know that Mayuri’s going to die, then what are you doing wasting time here?"
Rintaro,...I just don’t get it anymore.,What don’t you get?
Rintaro,How to save Mayuri.,"Based on what you said, I guess the chronology protection conjecture is true."
Rintaro,"No matter what I do, Mayuri dies.","And that’s why you keep time leaping... There’s no guarantee that the machine is safe, you know. Even if the machine works perfectly, repeated use may have serious side effects. For example, you may become disconnected from causality itself. You need to understand the risks if you’re going to continue."
Rintaro,"Disconnected from causality, meaning?","It happens all the time in sci-fi. You’ll become trapped in a closed time loop, never aging, never dying, but doomed to repeat the same day for all eternity. Worst case, you may cease to exist entirely. Every trace of your existence will vanish. Nobody will remember you, because your life will have never happened. Leaping through time is that dangerous."
Rintaro,’Humans are temporal beings.’,Heidegger. I was thinking of that quote too.
Rintaro,I heard it from you first.,When?
Rintaro,This isn’t the first time I’ve leaped.,"Right. Of course. If what you said is true, then I want to save Mayuri too. But as the co-creator of the Time Leap Machine, I can’t recommend its continued use. Will you listen to my advice?"
Rintaro,"I... I need your help. I have to save Mayuri! I can’t do it alone, but together, we might have a chance. I want... I need to believe that! Please, lend me your strength.","You’re such a stubborn fool. What you’ve been through... I’m surprised it hasn’t broken you already. I’ll help. Mayuri’s my friend, and a fellow lab mem. And besides... I don’t want to see you in such pain."
Rintaro,I’m sorry.,"Don’t apologize. Remember when I told you about my father? You really helped me out back then. Now it’s my turn to return the favor. I want to be your strength. Besides, you still have to come with me to Aomori. I know you’re going to leap no matter what I say. You are a mad scientist, after all, and mad scientists play by their own rules."
Rintaro,Yeah...,"Why do I even try? Anyway, I’m not doing this for you, okay? I’m doing it for Mayuri."
Rintaro,"Yeah, of course.","That, and I think you’ll make a good test subject."
Rintaro,Now you’re talking like SERN.,It’s completely different.
Rintaro,How so?,"I only experiment on you. Besides, mad scientists experiment on themselves all the time, don’t they?"
Rintaro,I guess...,I-it’s just a joke. Don’t take it so seriously. There’s not much time. I think you should have a clear plan before trying to change the future again.
Rintaro,Meaning?,"Leap to an even earlier time. Then explain the situation to me again. Let’s go. I understand why you can’t tell Mayuri, but why can’t you tell Hashida?"
Rintaro,I’ll tell him when it’s necessary.,They’ll throw you in the slammer for breaking and entering.
Rintaro,"In a few seconds, it won’t have happened.",I see. That’s how it looks from your perspective. What does it look like from my perspective? What happens here after you leap?
Rintaro,What’s wrong?,It’s nothing. I was just thinking.
Rintaro,Maybe it works like a D-Mail.,"That would make things easier, though I kind of hope you’re wrong."
Rintaro,Because you can’t collect data if you can’t record the change?,"Exactly. I set the destination to five hours ago. You should arrive around 1:40 PM. I completed the Time Leap Machine just after 2. Do you remember? Nobody likes a man who can’t remember dates. Be thankful that I make a habit of checking the time. I have a pretty good idea what happened when. Listen, Okabe. If you’re going to keep using the Time Leap Machine, there’s one thing you must remember. Don’t let go of your phone. Ever. It’s your lifeline. Your destination marker. As long as you keep it with you, you can leap to any time you want. But if you lose your phone... if someone else gets ahold of it... If it breaks, or the battery dies... The time leap will fail. Once again, never let go of your phone."
Rintaro,Got it.,"After you leap back to this afternoon, just sit tight and don’t do anything until I complete the Time Leap Machine. If you accidentally prevent me from completing the machine, it will likely wreak havoc with the timeline. As soon as I finish, declare that we will not experiment. Then send everyone home. Ask me to stay. Tell me the truth. If you say you came from the future, I’ll probably believe you."
